id	ER-ATH-ERR1084765	ER-ATH-ERR1084764	ER-NOD-ERR1084806	ER-NOD-ERR1084805	TN-ATH-ERR1084766	TN-ATH-ERR1084768	TN-NOD-ERR1084799	TN-NOD-ERR1084798
ENSG00000147679	0	0	0	0	0	0	0	0
ENSG00000147697	0	0	0	0	0	0	0	0.794013
ENSG00000147789	3.29987	0	0	0	0	0	0	0
ENSG00000147955	0	0	0	0	0	0	0	0
ENSG00000148153	0	0	0	0	0	0	0	0
ENSG00000148219	0	2.82708	2.6267	1.91846	1.14691	1.75853	1.76173	1.50129
ENSG00000148225	0	1.58835	0	0	0	0	0	0
ENSG00000148600	0	0	0	1.35758	6.63404	2.00015	1.35758	0.744377
ENSG00000148634	0	0	0.711732	0	0	0	0	0
ENSG00000148704	0	0	0.605021	0	4.27898	3.98565	2.79279	2.1405
ENSG00000148773	0	0	0	0	2.77781	0	0	0
ENSG00000149054	0	0	0	0	0	0	0	0.813975
ENSG00000149090	0	2.0682	2.33416	3.39619	0	2.98661	2.0545	2.78169
ENSG00000149091	9.08405	9.01538	8.37864	8.31073	6.37736	8.95219	8.93662	8.03411
ENSG00000149182	0	0	0	0	0	0	0	0
ENSG00000149483	0	0	0	1.58835	0	0.842667	0	0
ENSG00000149554	0	0	1.19232	0	0	0	0	0
ENSG00000149633	0	0	0	0	0	3.48983	0.936763	2.97383
ENSG00000149646	0	0	0	0	0	0	0	0
ENSG00000149679	0	1.77182	0	0	0	0	0	0
ENSG00000149761	0	0	0	0	0	0	0	0
ENSG00000149948	0	0	0	0	0	0	0	0
ENSG00000150051	0	0	6.19636	1.88244	3.73466	0	0	0
ENSG00000150394	0	0	0	0	0	2.2663	0	0
ENSG00000150401	0	0	0	0.831231	0	0	0	0
ENSG00000150477	4.64505	4.8126	4.75665	4.14933	2.60392	2.89541	4.06432	3.91099
ENSG00000150527	0	0	1.88783	1.71002	0	1.54963	0	1.08414
ENSG00000150627	0	0	0	0	0	0	0	0
ENSG00000150687	0	1.53259	0	0	0.213028	0	0	0
ENSG00000150776	0	0	0	0	0	0	0	0
ENSG00000150991	2.33076	0	0	0	0	0	0	0
ENSG00000151092	0	0	0	0	0	0	0	0
ENSG00000151304	0	0	0	0	0	0	0	0
ENSG00000151327	0	0	0.710736	2.28117	0.446822	0	1.86267	0
ENSG00000151338	1.13371	1.76744	2.45995	0	1.44822	2.84559	2.0959	1.85809
ENSG00000151388	2.92558	2.53898	0.914201	2.7899	5.54876	3.5207	0.0802844	4.28801
ENSG00000151413	0	0	0	0	2.13631	0	0	0
ENSG00000151422	0	0	1.40469	0	0	0	0	0
ENSG00000151576	0	1.92344	0	0	0	0	1.06549	0
ENSG00000151657	0	0	2.24337	0	0	0	0.137544	0
ENSG00000151773	0	0	0	0	0	0	1.44027	0
ENSG00000151789	1.41821	0	1.96345	0	2.91287	5.39517	2.45995	4.53419
ENSG00000151846	0	0	0.762319	0	0.933818	0	0	0.925922
ENSG00000151882	0	0	0	0	0	0	0.816965	0
ENSG00000152049	0	0	0	0	0	0.661171	0	0
ENSG00000152056	0	0	0	0	0	0	0	0
ENSG00000152147	0	0	0	0	0	0	0.698066	0
ENSG00000152229	0	0	0	0.775509	0	1.09988	0	0
ENSG00000152253	0	0	0	0	0	0	0	0
ENSG00000152465	2.38931	0	0	0	0	0	0	0
ENSG00000152556	0	3.25118	3.83223	0	2.0682	0	0	0
ENSG00000152689	0	0	0	0	0	2.27056	0.654239	0
ENSG00000152700	0	0	0	0	0	0.597716	0.107025	0.324
ENSG00000152767	0	0	0.659047	0	0	0	0	0
ENSG00000152904	0	1.42357	0	0.801592	0	0	0.485016	0
ENSG00000152990	0	0	1.78209	0	0	0	0	0
ENSG00000153029	0	0	0	0	0	0.859467	0	0
ENSG00000153048	0	0	0	0	0	0	0	0.683104
ENSG00000153237	0	0	0	0	0	0	0	0.796478
ENSG00000153310	0	0	0	0	0	0	0	0
ENSG00000153391	0	0	0	0	0	0	0	0
ENSG00000153666	1.24443	1.55853	0.816965	0	1.60947	0.703789	0	0.166191
ENSG00000153767	0	0	0	0	0	0	0	0
ENSG00000153832	0	0	0	0	0	0	0	0.982406
ENSG00000153944	0	0	0	0	0	0	0	0
ENSG00000153982	0	0	0	0	0	0	0	0
ENSG00000154079	0	2.57383	0	0	0	0	0	0
ENSG00000154240	0	0	0	0	0	0	2.54509	0
ENSG00000154269	3.66911	3.46583	3.56088	1.76744	4.49805	4.01367	1.79341	1.13824
ENSG00000154451	1.50129	0	0	0	0	0	0	0.275319
ENSG00000154582	0	0	0	0	0	0	0	0
ENSG00000154783	0	0	0	0	0	1.25117	0	0
ENSG00000154839	0	0	0	0	0.943726	0	0	0
ENSG00000154889	0	0	0	0	0	0	0	0
ENSG00000155034	0	0	0.690892	0	0	0.916978	0	0.314889
ENSG00000155085	0	0	1.77837	0	0	0.836145	0.661171	0
ENSG00000155380	0	0	0	0	0.552318	0	0	0
ENSG00000155849	0	0	0	0	0	0.673123	0	0
ENSG00000155957	0	0	0	0	0	0	0	0
ENSG00000156009	0	0	0	0	0	0	0	0
ENSG00000156150	0	0	0	0	5.93846	5.80601	2.65914	0
ENSG00000156218	0	2.04004	2.66748	0.877387	0	1.59218	1.74291	0.859467
ENSG00000156265	0	0	2.46468	0	0	0	0	0
ENSG00000156413	0	0	0	0	0	0	0	0
ENSG00000156467	0	0	0	0	0	0	0	0
ENSG00000156482	3.31963	0	0	0	4.69472	3.02699	0	0
ENSG00000156500	0	0	2.41001	0	0	1.40972	1.6855	1.54963
ENSG00000156502	0	0	0	0	0	0	0	0
ENSG00000156508	12.0039	12.1216	11.1459	12.0471	11.5584	12.1571	11.2197	12.4719
ENSG00000156509	0	0	0	0.772884	0	0	0.518727	0.47108
ENSG00000156531	0	0	0	0	0	0	0	0
ENSG00000156675	1.17985	0	0	0	0.19279	0	0	0
ENSG00000156795	0	0	0	0	0	0	0	0
ENSG00000156968	0	0	0	0	0	0	0	0
ENSG00000157087	0	0	0	0	0.798963	0	0	0
ENSG00000157150	4.00907	3.42465	6.17886	3.18633	4.52147	2.20837	1.73624	2.97869
ENSG00000157152	0	0	1.9796	0	4.04129	5.35408	6.58705	4.41298
ENSG00000157214	0	0	0	0	0	0	0	0
ENSG00000157330	0	0	0	0.668889	0	0	0	0
ENSG00000157551	1.07905	1.40469	0.786254	0	0.171474	2.0796	0.0838052	0.355928
ENSG00000158286	0	0	0	0	0	0	0	0
ENSG00000158411	0	0	0	0	0	0	0	0
ENSG00000158636	0	0	0	0	0.343588	0	0	0
ENSG00000158691	0	0	0.994546	0	0	0	0	0
ENSG00000158711	1.08414	0	0	0	0	0	0	0
ENSG00000158769	0	0	0	0	0	0	0	0
ENSG00000159140	0	0	0	0	0	0	0	0
ENSG00000159173	0	0	1.11772	0	0	0	0	0
ENSG00000159202	0	0	0	0	0	0	0	0
ENSG00000159210	0	0	0	0	0	0	0	0
ENSG00000159251	0	0	0	0	0	0	0	0
ENSG00000159259	1.86267	1.64869	0	0	0	0	0	0
ENSG00000159433	0	0	0	0	0	0.748262	0	0
ENSG00000159640	0	0	0	0	0	0	0	0
ENSG00000159720	0	0	0	0.933818	0	0	0.788196	0
ENSG00000159873	0	1.73624	0	0	0	0	0	0
ENSG00000159921	0	0	0	0	0	0.351295	0	0.163233
ENSG00000160049	0	1.90876	0	0	0	0.331081	0	0
ENSG00000160062	0	1.81229	0	0	0	0	0.102086	0
ENSG00000160209	0	1.42926	0	0	0	0.309436	0	0
ENSG00000160214	0	0	1.57943	0	0	0	0	0
ENSG00000160223	0	0	0	0	0	0.311398	0.102086	0
ENSG00000160229	0	0	0	0	0	1.77837	0	0
ENSG00000160305	0	0	0	0	0	0.644542	0	0
ENSG00000160321	0	3.51005	0	0	0	0	0	2.02497
ENSG00000160326	0	0	0	0	0	0	0	0
ENSG00000160352	0	0	0	0	0.808013	0	0	0
ENSG00000160392	4.34272	4.18455	2.74642	3.09557	0	1.87094	0.957042	1.24443
ENSG00000160439	0	0	0	1.26162	0	1.13824	0	0.524157
ENSG00000160471	0	0	0	1.19232	1.58312	0	0	0
ENSG00000160613	0	0	0	0	1.45806	0.275319	0.0728258	0
ENSG00000160752	0	0	0	0	0.644542	0	0	0
ENSG00000160877	2.71203	3.09173	2.87914	2.85387	2.98661	2.22607	2.6267	2.07763
ENSG00000160949	0	0	0	0	0.288159	0.450442	0.085589	0.212361
ENSG00000160991	0	0	0	0	0.689516	0	0	0
ENSG00000161010	0	2.43654	0.769332	0.976743	0	1.17985	0.204553	1.2006
ENSG00000161204	0	0	0	0	0.724241	0	0	0
ENSG00000161243	0	2.1405	2.33994	1.60572	0	0.827444	1.42926	0.629691
ENSG00000161249	0	0	0	0	0	0	0	0
ENSG00000161533	0	0	0	0	0	0	0	0
ENSG00000161558	0	0	0	0	0	0	0	0
ENSG00000161570	0	3.10603	2.20427	2.11627	0	1.35758	1.67013	3.67658
ENSG00000161681	0	0	0	0	2.57383	0	2.27724	0.200115
ENSG00000161714	0	0	1.92763	0.545347	0	0.341054	0	0
ENSG00000161798	2.24826	0	0	2.69435	0	7.46389	5.01946	7.96909
ENSG00000161888	2.35812	2.09258	0	1.53259	0	0	1.05765	1.58312
ENSG00000161920	0	0	0	0	0	0	0	0
ENSG00000161960	0	0	1.35758	0	0	0	0	0
ENSG00000161980	0	0	0	0	0	0	0	0
ENSG00000162144	0	0	0	0.639387	0	0	0	0.280793
ENSG00000162231	0	3.35682	0	0	3.46583	0	0	0.933818
ENSG00000162367	0	0	0	1.13371	5.29406	2.41001	2.82708	2.5187
ENSG00000162390	0	1.45806	0	0	0	0	0	0
ENSG00000162399	0	1.83782	2.82021	2.23433	0	0.593244	2.03052	0.698066
ENSG00000162408	0	0	0	0	0.47108	1.16097	0.326492	0
ENSG00000162419	0	0	0	0	0.507206	0	0	0
ENSG00000162438	0	0	0	0.664915	0	0	0	0
ENSG00000162458	2.21369	2.36738	2.15283	0	0	0.651781	0	0
ENSG00000162552	4.27898	2.60919	0	2.20427	0	0.53618	0.285581	2.18006
ENSG00000162594	0	0	0	0	0	0.880988	0	0
ENSG00000162654	0	0	0	0	0	0	0	0
ENSG00000162685	0	0	0	0	0	0	0	0
ENSG00000162728	0	2.128	0.621429	2.29856	2.48589	2.01748	1.46277	1.48196
ENSG00000162783	0	2.07763	0	0	0	0	0	0
ENSG00000162896	0	0	0	0	0	0	0	0
ENSG00000162928	0	0	0	0	0	0.780257	0	0
ENSG00000162959	0	0	0	0	0	0	0	0
ENSG00000162971	0	0	0	0	0	0	0	0
ENSG00000163017	0	0	0	0	0.946146	0	2.72165	0
ENSG00000163041	10.3626	9.98192	10.2407	10.5574	8.55248	9.84135	9.50917	9.42897
ENSG00000163081	0	0	0	0	1.54963	0	0	1.16097
ENSG00000163093	0	0	0.823896	0.811253	0	1.69896	0	0.0909436
ENSG00000163132	0	0	0	0	1.40972	0	0	0
ENSG00000163156	0	0	0	0	0	0	0.68707	0
ENSG00000163162	0	0	0	0	0	0	0	0
ENSG00000163257	1.76173	0	0	0	0	0	0	0
ENSG00000163319	0	0	1.60238	0	0	0	0	0
ENSG00000163322	0	0	0	0	0.890821	0	0	0
ENSG00000163328	0	0	0.703789	0	0	0	0	0
ENSG00000163362	0	0	0	0	0	0	0	0
ENSG00000163364	0	0	0.930493	0	0	0	0	0
ENSG00000163376	0	0	1.61962	2.57383	4.32817	4.30568	2.59213	2.15283
ENSG00000163428	1.11772	0	0.47297	0.53618	0.634032	0	0	0
ENSG00000163435	0	0	0	0	0	0	0	0
ENSG00000163468	2.45995	0	0	0	0	2.03318	0	0
ENSG00000163527	0	0	0	0	0	0	0	0.96777
ENSG00000163531	0	0	0	0	0	0	0	0
ENSG00000163535	0	0	0	0	0	0	0	0
ENSG00000163541	0	0	1.25117	0	0	1.69302	0.769332	0
ENSG00000163545	0	0	0	0	0	0	0	0
ENSG00000163564	0	0	0	0	0	0	0	0
ENSG00000163576	0	0	0	0	0	1.2648	0	0
ENSG00000163596	0	0	0	0	0	0	0	0.31852
ENSG00000163597	0	2.05009	0	0	0	0	0	0
ENSG00000163633	0	0	0	0	1.69896	0	0	0.215796
ENSG00000163644	0	0	0	0	0	0	0	0
ENSG00000163655	0	0	0	0.499162	0.169738	0	0	0
ENSG00000163661	2.02497	0	1.82459	3.12294	8.15814	7.72054	5.06846	7.71517
ENSG00000163683	1.16097	1.87502	0	0.914201	0	0.319156	0	0
ENSG00000163702	0	2.22317	0	0	0	0	0	0
ENSG00000163735	1.77182	0	0	2.22984	8.07226	0	0	1.11073
ENSG00000163749	0	0	0	0	0	0	0	0
ENSG00000163877	0	0	0	0	0	0	0	0
ENSG00000164066	0	0	0	0	0	0	0	0
ENSG00000164096	1.87094	2.08298	0.916978	0	0.7275	0	1.64869	0
ENSG00000164124	0	0	0	0	0	0	0	0
ENSG00000164197	2.11197	3.13693	4.43274	1.76173	5.29792	4.54293	2.98661	5.32686
ENSG00000164221	3.07686	3.04299	3.42465	3.25515	3.49991	3.29987	2.67372	2.22984
ENSG00000164237	0	0	0	0.907628	0.731744	0	0	0.664915
ENSG00000164265	0	0	0	0	0	0	0	0
ENSG00000164327	0	0	0	0	0	0	0	0.348318
ENSG00000164366	0	0	0	0	0	0	0	0
ENSG00000164398	0	0	0	0	0	0	0	0.647552
ENSG00000164403	1.55464	0	0	0	0	0	0	0
ENSG00000164465	0	0	0	0	0.380206	0	0	0
ENSG00000164466	0	0	0	0	0	0	0	0
ENSG00000164484	0	0	0	0	5.08747	0	0.314889	1.27478
ENSG00000164485	0	0	2.64521	3.01106	0	5.8567	2.99146	2.82708
ENSG00000164609	0	0	0	0	0	0	0	0
ENSG00000164615	0	0	1.72462	0	0	0	0	0
ENSG00000164638	0	0	0.539739	0.55807	0	0	0	0
ENSG00000164647	3.00675	2.65102	5.28892	1.65509	5.03129	3.96883	0	0
ENSG00000164687	0	0	3.44827	5.81072	5.6676	6.02813	6.37693	5.58541
ENSG00000164733	0	0	0	0.666922	0	0	0	0
ENSG00000164754	0	1.77837	0	0	0	0	0	0
ENSG00000164841	4.10712	2.72165	3.81995	0	5.37754	4.39276	1.24807	3.00675
ENSG00000164902	1.45806	0	1.54963	0	0	0	0	0.223334
ENSG00000164916	1.55853	1.51278	1.18586	1.11772	0.155094	0	0.100418	0.617084
ENSG00000164924	1.25117	0	0	0	0	0	0	0
ENSG00000164935	0	0	0	0	2.17808	0	0	0
ENSG00000164941	0	0	0	0	0	0	0	0
ENSG00000165055	0	0	0	0	0	0.84896	0	0.146106
ENSG00000165084	0	2.10218	0	0.913534	0	0	0	0
ENSG00000165092	0	0	4.35498	0	8.12439	3.35682	4.23076	1.41821
ENSG00000165102	0	0	0	0	0	0	0	0
ENSG00000165105	3.83876	3.60656	3.10169	2.12209	0	2.34518	1.92344	2.99146
ENSG00000165169	0	0	0	0	0	0	0	0
ENSG00000165233	0	0	0	0	0	0	0	0
ENSG00000165275	5.2867	5.34439	3.73466	3.44019	2.50422	4.26846	3.33713	4.00907
ENSG00000165495	0	0	0	0	4.87936	0	0.705202	1.17112
ENSG00000165525	0	2.33076	0	0	0	0	0	0
ENSG00000165626	0	0	0	0.531265	0	0	0	0
ENSG00000165629	0	0	0	0	0	0	0	0
ENSG00000165633	1.16334	0	0	0	0	0.957042	0	0.107025
ENSG00000165637	4.09439	4.75665	3.28212	4.19314	6.50965	3.07686	3.42465	1.67013
ENSG00000165688	0	0	0	0	0	0	0	0
ENSG00000165698	0	0	0	0.925922	0	0	0	0
ENSG00000165792	0	0	0.796478	0	0	0	0	0
ENSG00000165795	4.89632	5.19262	2.30869	3.02699	5.35687	7.3517	4.1423	5.68694
ENSG00000165805	3.8949	2.35162	3.57972	2.86286	2.27724	3.32562	2.66748	3.02026
ENSG00000165806	0	0	0	0	0.649551	0	0	0
ENSG00000165821	7.82569	7.84972	6.54511	6.14051	4.62431	4.84133	5.57394	4.58921
ENSG00000165943	0	0	0	0	0	0	0.570411	0
ENSG00000166008	0	0	0	0	2.33994	0	0	0
ENSG00000166012	0	0	0	0	1.98412	0	0	0
ENSG00000166130	0	0	0	0	0	0	0	0
ENSG00000166164	0	0	0	0	0	0	0	0
ENSG00000166275	0	0	0	0	0	0	0.58902	0
ENSG00000166295	2.128	0	0.7275	0	0	0.623586	0	0
ENSG00000166317	0	0	0	0	0	0	0.267169	0
ENSG00000166377	3.46583	3.64419	2.10746	3.35682	2.93173	1.82459	3.24113	2.37964
ENSG00000166441	0	0	0	0	0	0	0	0.190602
ENSG00000166444	0	0	0	0	2.25559	0	0	0
ENSG00000166471	1.53795	0	0	0	0.331081	0	0	0.288159
ENSG00000166526	0	0	0	0	0	0	0	0
ENSG00000166770	0	0	2.98178	0	0	0	2.31365	0
ENSG00000166803	0	0	0	0	0	0	0	0.777243
ENSG00000166822	0	0	0	0	0	0	0	0
ENSG00000166840	2.956	2.38608	5.53204	6.44797	4.3627	5.11036	6.06506	6.11011
ENSG00000166855	1.29126	0	0	0	0	0	0	0
ENSG00000166869	0	0	0	0	0	0	0	0
ENSG00000166888	0	0	0	0	0	0	0	0
ENSG00000166997	0	0	2.84559	0	0	0	0	0
ENSG00000167037	0	0	0	0	0.355928	0	0	0
ENSG00000167103	2.99897	0	0	0	0	0	0	0
ENSG00000167110	0	0	0	0	0.299179	0	0	0
ENSG00000167113	1.65832	0	0	0	0	0	0	0
ENSG00000167193	0	0	0	0	0	0	0	0
ENSG00000167232	0	0	0.680547	0	0	0.57577	0	0
ENSG00000167378	0	0	0.668889	0	0.347157	0.646647	0	0
ENSG00000167460	0	0	0	0	0	0	0	0
ENSG00000167522	5.37435	5.24265	3.25118	4.7156	3.86985	5.81024	5.41592	5.50334
ENSG00000167548	0	0	0	0	0	0	0	1.81229
ENSG00000167552	7.31409	6.82391	0	8.34185	7.70506	5.30047	8.83878	8.66412
ENSG00000167553	11.5166	11.4747	11.3593	11.7512	10.597	10.288	11.2947	10.794
ENSG00000167578	0	0	0	0	0	0	0	0
ENSG00000167580	0	0	0	0	0	2.99675	2.68843	2.99675
ENSG00000167608	0	0	0	0	0	0	0	0
ENSG00000167613	2.27056	0	1.48196	0	0.659047	1.24807	1.23317	0.711732
ENSG00000167625	0	0	0	0.644542	0	1.11772	0	0
ENSG00000167645	0	2.6393	0	0	0	0	0	0
ENSG00000167654	0	0	0	0	0	0	0	0
ENSG00000167680	0	3.42	0	2.53898	0	3.23099	0	0
ENSG00000167693	0	0	0.827444	1.70365	0	0.711732	0.890821	0.485016
ENSG00000167699	0	2.08799	0	0.906152	0.734958	0	0	0
ENSG00000167703	1.67858	0	0	0	0	0	0	0
ENSG00000167721	0	0	0	0	0	0	0	0
ENSG00000167723	0	0	0	0	0	0.697668	0	0
ENSG00000167740	0	0	1.9679	0	0	0	0	0
ENSG00000167759	0	0	4.62431	2.36738	1.56132	5.25692	5.48716	4.1423
ENSG00000167765	0	0	0	0	0	0	0	0
ENSG00000167775	0	0	0	0	0	0	0	0
ENSG00000168014	3.42465	0	1.6855	1.98854	0	0	0	0
ENSG00000168172	6.06775	5.73815	5.35569	6.81045	6.40822	6.79508	6.35576	6.06704
ENSG00000168175	0	0	0	0	0	0	0	0
ENSG00000168243	0	0	0	0	0	0	0	0
ENSG00000168255	1.81947	0	0	0	0	0	0	0
ENSG00000168256	0	0	0	0	0	0.649551	0	0.339692
ENSG00000168291	0	0	0	0	0	0	0	0
ENSG00000168356	0	0	0	0	0	0	0	0
ENSG00000168385	9.94174	9.79895	8.53939	9.34603	8.99511	8.93399	9.04079	9.04463
ENSG00000168522	8.27858	8.09722	7.27119	8.01277	8.13608	8.78098	8.44737	7.59084
ENSG00000168591	0	0	0	1.25733	0	0	0	0
ENSG00000168610	0	0	1.09393	0	0	0	0	0
ENSG00000168612	0	0	0	0	0	0	0	0
ENSG00000168671	2.67372	0	3.75543	5.13674	5.36527	0	0.988285	2.63149
ENSG00000168679	0	0	0.884226	0	0	0	0	0
ENSG00000168758	0	0	0	0	0	0	0.331081	0
ENSG00000168765	4.52147	4.7729	4.00054	3.73466	5.94304	1.97112	1.34892	3.01106
ENSG00000168802	7.91209	7.90097	6.48774	7.39695	6.27004	7.37319	7.37491	7.51654
ENSG00000168872	0	0	0	0	0	0	0	0.343588
ENSG00000168887	0	2.28117	0	0	0	1.60238	0	0
ENSG00000168904	0	0	0	0.548606	0	0	0	0
ENSG00000168917	1.71002	0	0	0	0	0.683104	0.446822	0
ENSG00000168924	0	0	0	0	0	0	0	0
ENSG00000169136	0	0	0	0	0	0	0	0
ENSG00000169169	0	0	0	0	0	0	0	0
ENSG00000169180	8.47237	8.29466	6.65696	7.66655	7.83343	7.95567	7.59634	6.91834
ENSG00000169239	0	1.49002	0.52676	0	0	0	0.155094	0
ENSG00000169241	0	2.74338	2.0715	0	0	0	0	0
ENSG00000169247	0	0	0	0	0	0	0	0
ENSG00000169255	3.15022	0	0	0	0	0	0	0
ENSG00000169495	0	0	0	0	0	0	0	0
ENSG00000169554	0	0	0	0	0.647552	0	0	0
ENSG00000169598	0	0	0	0.804793	0	0	0	0.353889
ENSG00000169609	0	0	0	0	0	0	0	0
ENSG00000169682	0	0	0	1.88783	0	0	0	0.591993
ENSG00000169756	1.42926	0	0	0.911752	0	0.47108	0	0
ENSG00000169758	0	0	1.22602	0	0	0	0	0
ENSG00000169895	0	0	0	0	0	0	0	0
ENSG00000170088	0	1.47294	0.524157	0	0	0	0	0
ENSG00000170144	9.51849	9.30514	8.1364	8.88573	9.3943	8.56572	8.78671	8.73769
ENSG00000170160	0	0	0	0	0	0	0	0
ENSG00000170175	0	0	0	1.63136	0	0	1.18586	0.960728
ENSG00000170310	3.47259	0	0	0	0	0	0	0
ENSG00000170315	0	0	0	0	0	0	0	0
ENSG00000170340	1.82834	1.98412	0	0.887698	2.55284	0.759054	0.583817	0.542811
ENSG00000170348	1.47771	0	0	0.636803	0	0	0	0
ENSG00000170364	0	0	0	0	0	0	0	0
ENSG00000170379	0	0	0	0	0.20231	0	0	0
ENSG00000170417	3.73466	0	4.19314	3.54011	0	3.77911	3.49991	3.4971
ENSG00000170439	0	0	4.48513	4.93393	5.51797	2.74338	3.74273	5.21922
ENSG00000170454	0	0	0	6.96127	7.14496	1.80274	8.34523	0.880988
ENSG00000170509	0	0	0	0	0	0	0	0
ENSG00000170542	0	0	0.639387	0	0	0	0	0
ENSG00000170581	0	0	0	0	0	0	0	0
ENSG00000170608	1.98854	2.62064	5.54142	7.85598	1.38407	0	1.82459	4.10712
ENSG00000170629	0	0	0	0	0	0	0	0
ENSG00000170631	0	0	0	0	0	0	0	0
ENSG00000170632	0	0	0.943726	0	0	0	0	0.913534
ENSG00000170791	0	2.58046	0	0	0	0	0.348318	0
ENSG00000170852	0	0	0	0	0	0	0	0
ENSG00000170919	2.37964	2.93959	2.21895	3.42465	1.61962	5.99948	3.67886	2.65102
ENSG00000170946	0	0	0	0	1.80765	0	0	0.659047
ENSG00000170962	0	2.76797	4.23076	0.673123	3.68288	4.69472	0	2.22607
ENSG00000170967	0	0	0.839368	0	0	1.89783	0	0.516555
ENSG00000171044	0	0	0	0	2.84559	5.26103	0.850672	4.30165
ENSG00000171109	3.13031	2.92558	3.09173	2.6267	1.53259	2.31616	2.41389	2.36738
ENSG00000171148	0	0	0.850672	0	0	0	0	0
ENSG00000171160	0	0	0	0	0	0	0	0
ENSG00000171169	0	0	0	0	0	0	0	0.649551
ENSG00000171208	0	1.76173	0.646647	0	0	0	0.0961709	0.0944624
ENSG00000171291	0	0	0	0.897448	0	0	0	0
ENSG00000171295	0	0	0	0	0	0	0	0
ENSG00000171311	0	0	0	0	0.769332	0	0	0
ENSG00000171320	0	0	0	0	0	0	0	0
ENSG00000171345	2.95168	0	0	0	0	0	0	0
ENSG00000171346	0	0	0	0	0	0	0.946146	0
ENSG00000171466	0	0	0	0	0	0	0	0
ENSG00000171467	0	0	0	0	0	1.39264	0	0.914201
ENSG00000171490	0	0	0	0	0	0.507206	0	0
ENSG00000171606	0	0	0	0	0	0	0	0.19279
ENSG00000171612	0	0	0	0	0	0.542811	0	0
ENSG00000171777	0	0	0	0	0	0	0	0
ENSG00000172006	0	0	0	0	0	0	0	0.0811494
ENSG00000172007	0	0	1.37782	0	0	0	0	0
ENSG00000172113	0	0	0	0	0	2.66748	0.994546	0
ENSG00000172115	0	1.70365	0	0	0	0	0	0
ENSG00000172197	1.90357	0	2.49458	2.00452	0	0	1.96345	0
ENSG00000172264	0	0	0	0	0	0	0	0
ENSG00000172273	0	0	0.696202	0	2.21895	0	0	0
ENSG00000172296	0	0	0	0	1.13371	0	0	0
ENSG00000172318	0	0	0.699019	0.839368	0	0.360233	0	0.0838052
ENSG00000172379	7.34463	8.05049	0	5.64827	3.90237	0	0	5.90416
ENSG00000172382	0	0	0	0	0	0	0	0
ENSG00000172421	0	0	0	6.52206	0	0	0	0.770698
ENSG00000172478	0	0	0	0	0	0	0	0
ENSG00000172543	2.77781	0	2.51248	2.30869	3.80779	4.7729	4.04129	1.90876
ENSG00000172578	0	0	0	0	0.614777	0	0	0
ENSG00000172602	0	0	0.973935	0	0	0	0	0
ENSG00000172613	0	0	0	3.05386	1.19232	1.29126	0	2.0715
ENSG00000172663	0	0	0	1.10674	0	0	0	0
ENSG00000172687	0	0	0	0	0	0	0	0
ENSG00000172689	0	0	0	0	0	0.794013	0	0
ENSG00000172780	5.52006	5.25311	4.69472	5.41294	0.970427	5.99938	5.00676	4.13115
ENSG00000172824	1.61201	0	0	0	0	0	0	0
ENSG00000172828	0	1.89783	0	0.744377	0.531265	0	0.80968	0.911752
ENSG00000172840	1.51278	0	0	0.654239	0	0	0	0
ENSG00000172900	0	0	0	0	0	0.850672	0	0
ENSG00000172954	0	0	1.83782	0	0	0	0	0
ENSG00000172974	0	0	0	0	0	0	0	0
ENSG00000173011	0	0	0	0	0	0	0	0
ENSG00000173041	0	0	0	0	1.82834	0	0	0
ENSG00000173065	0	0	0	0	0	0	0.248631	0
ENSG00000173163	0	0	3.06118	3.60113	5.55505	2.11197	3.65412	2.55284
ENSG00000173198	1.6855	2.15283	1.79341	0.759054	0.204553	2.83549	1.71002	2.28838
ENSG00000173200	3.48983	2.48589	3.33084	0.930493	1.50129	3.66227	2.46468	3.18633
ENSG00000173212	0	0	1.69896	0	0.117548	0	0	0
ENSG00000173214	0	0	0	0.554976	0	0.360766	0	0.565562
ENSG00000173227	0	0	0	0	0	0	0	0
ENSG00000173258	0	0	0	0	0	0	0.586644	0
ENSG00000173281	0	0	0.890821	0	0	0.347157	0	0
ENSG00000173442	0	0	0	0	0	0	0	0
ENSG00000173517	2.15283	2.0715	0	0.601075	0	0	0.177949	0.0728258
ENSG00000173559	0	0	0	0	0	0	0	0
ENSG00000173597	1.21897	2.50422	1.97112	2.0682	1.47294	2.56084	0.689516	2.23433
ENSG00000173614	0	0	0	0	0	0	0	0
ENSG00000173702	0	1.95051	4.17767	0	3.57014	2.17088	0	1.26674
ENSG00000173757	0	0	0	0	0	0.933818	0	0
ENSG00000173786	0	0	0	0	0	0	0	0
ENSG00000173805	0	0	0.894849	0.769332	0.204553	0	0	0.14865
ENSG00000173809	0	0	0	0	0.820255	0	0	0
ENSG00000173846	0	0	0	0	0	0	0	0
ENSG00000173889	0	0	0	0	0	0	0.579029	0.557601
ENSG00000174007	0	0	0	0	0	0	0	0
ENSG00000174013	0	0	0.649551	0	0	0.334298	0	0.137544
ENSG00000174353	0	0	0	0	0	0	0	0
ENSG00000174428	0	0	0	0	0	1.18306	0	0
ENSG00000174444	9.90199	10.2542	9.90232	10.6415	9.96663	9.87549	9.65232	11.1658
ENSG00000174456	0	0	0	0	0	1.38407	0	0
ENSG00000174606	0	0	0	0	0	0	0	0
